Nr,R_x,f_1,f_2,Generation,Rank
72,39-32-18-65-37-5-54-19-38-66-29-48-3-69-23-50-43-20-10-16-26-30-62-42-15-11-1-9-68-59*31-9-68-11-1-26-8-51-35-34-41-25-27-67-65-37-18-66-38-22-36-45-58-64-52-55-17-61-60-44*12-25-27-67-5-65-37-32-39-18-54-36-45-41-34-35-51-56-8-28-10-55-52-20-17-43-61-44-60-14*40-53-46-7-4-25-41-45-36-19-66-3-48-29-69-0-2-23-50-33-20-43-13-22-38-54-18-5-37-65*44-60-14-2-0-23-50-43-20-55-16-26-49-15-42-24-63-6-56-51-58-41-36-38-18-19-29-66-3-69*60-14-44-61-17-10-8-28-56-6-47-40-4-53-46-7*24-62-42-15-49-1-59-68-9-17-10-55-16-26-8-51-35-57-34-41-27-67-37-32-39-65-5-18-19-54*47-53-7-46-40-4-12-25-27-41-36-54-18-5-37-67-65-19-69-3-66-38-22-33-43-17-20-55-52-8*58-33-22-45-36-38-66-48-29-23-0-50-43-13-20-10-28-8-56-6-35-34-25-12-4-7-53-47-40-46*31-11-9-68-1-49-42-24-62-15-30-21-63-6-35-34-45-36-38-69-29-23-50-17-60-44-61-43-13-20*8-55-52-10-16-1-31-11-68-9-17-20-33-22-38-18-39-48-29-3-66-69-23-0-50-13-43-61-14-2*46-7-40-4-53-47-6-56-28-8-51-34-41-45-36-54-18-39-65-32-5-37-67-27-12-25-57-58-64-35*24-62-21-63-30-15-49-1-68-9-11-59-17-20-52-64-58-34-25-4-7-46-40-53-47-6-35-51-41-12*37-67-5-65-32-39-18-54-36-41-25-4-7-40-46-53-47-6-21-63-30-26-8-55-20-43-13-33-22-19*46-53-40-7-4-12-25-41-34-57-35-6-47*,24.50912952,1684,0,2
73,31-11-9-1-16-26-30-24-21-6-47-53-46-40-7-4-25-34-58-33-43-61-60-17-10-28-8-56-51-35*4-7-46-53-47-40-12-25-41-58-34-45-22-36-54-5-67-27*54-5-65-39-32-18-69-3-29-48-66-19-38-36-45-41-25-4-53-47-6-56-28-8-51-35-64-58-34-57*68-9-59-11-31-1-16-26-8-51-35-34-41-27-67-65-5-37-32-54-18-19-3-23-0-2-50-13-43-17*48-39-32-65-37-5-18-54-19-66-38-69-0-23-50-43-17-55-10-16-26-30-24-21-6-56-28-8-51-35*59-11-31-1-68-9-49-42-62-21-30-26-16-10-55-17-43-50-23-69-29-48-39-18-19-36-38-66-54-32*46-7-47-53-40-4-25-34-35-51-56-8-26-1-11-59-68-9-31*6-47-53-46-40-7-4-25-57-58-64-52-20-17-61-43-13-50-33-22-36-45-41-51-56-28-8-26-16-1*30-24-63-21-62-42-15-49-26-8-51-35-57-34-45-36-54-19-22-13-50-33-58-41-27-25-4-53-46-40*21-63-6-56-28-8-55-10-59-1-26-62-42-15-11-68-9-17-20-33-22-38-19-18-69-3-23-29-48-66*35-57-58-51-8-10-55-16-26-49-11-9-59-17-20-33-22-19-18-39-32-54-66-48-69-29-3-38-36-45*47-53-40-46-7-4-25-12-41-34-58-33-50-2-14-44-60-61-43-13-22-45-36-38-66-69-3-29-48-39*0-2-23-3-69-38-18-67-37-5-54-36-45-58-35-51-8-26-62-42-15-11-49-1-31-9-68-59-10-55*60-17-44-61-14-2-50-43-20-55-10-16-26-30-24-63-21-62-42-15-49-1-59-9-68-11-31*31-1-16-9-68-11-15-49-26-8-52-64-58-45-36-54-5-65-32-39-48-69-38-19-29-3-23-50-0-2*,24.41825488,1686,0,2
74,0-50-33-58-34-25-12-4-40-7-53-47-6-35-51-64-52-55-10-59-68-9-49-26-30-15-62-21-24-42*21-24-42-15-62-49-9-68-59-10-8-28-56-51-57-35-6-63-30-26-1-11-31*31-11-68-9-1-49-26-16-10-52-64-58-45-36-54-32-39-48-3-69-38-18-5-37-65-67-27-12-4-40*22-33-13-20-43-17-10-55-52-64-58-45-36-54-18-39-32-65-19-38-66-69-3-23-0-50-2-14-44-60*60-17-10-8-28-56-6-63-30-26-16-55-52-64-58-45-36-38-54-32-39-48-3-69-19-66-18-37-5-65*52-64-58-45-36-41-51-56-8-28-10-55-20-33-22-38-19-54-18-32-5-65-37-67-27-25-12-40-46-53*10-55-52-64-35-34-25-27-67-18-54-36-45-41-51-8-26-1-31-11-68-9-59-17-43-50-23-3-0-2*43-61-14-44-17-59-68-9-1-16-26-8-56-6-47-40-46-7-53-4-12-27-41-45-36-54-38-69-3-23*31-1-49-11-68-9-16-26-8-56-6-47-53-4-12-25-57-41-34-35-64-58-33-43-17-60-14-44-61*39-48-29-66-18-32-5-65-19-69-0-23-2-50-43-61-17-44-60-14*45-58-57-35-51-64-52-55-20-33-50-0-23-69-38-36-41-25-4-7-46-40-12-27-67-5-37-65-39-32*17-44-60-61-43-13-22-19-54-5-37-67-27-12-25-41-57-34-51-35-64-52-10-16-26-49-11-31-9-68*66-48-39-65-54-5-18-69-38-3-0-50-43-20-52-64-51-35-57-25-4-40-46-53-47-6-56-8-55-10*40-4-25-12-41-57-51-34-35-6-63-24-62-42-15-49-26-8-52-64-58-45-36-54-65-67-18-32-5-37*2-50-17-20-55-16-9-11-31-1-49-62-42-24-21-6-35-34-45-36-38-19-66-29-3-48-39-32-37-65*,24.15031384,1750,0,2
75,3-19-66-29-48-39-32-65-37-5-18-54-38-22-33-20-17-59-9-11-15-42-30-24-63-6-35-41-45-36*46-53-7-47-6-21-24-62-26-8-51-35-34-45-36-54-5-65-32-39-48-66-29-3-0-69-38-22-33-20*24-30-26-49-1-59-9-16-10-17-20-13-50-23-69-38-36-41-25-4-7-40-46-53-47-6-56-28-8-55*28-56-6-63-30-21-24-62-42-15-49-26-16-10-20-33-22-19-66-48-39-65-37-5-67-18-54-36-38-69*64-58-45-22-19-54-5-18-67-37-65-32-39-48-29-69-23-0-3-66-38-36-41-12-4-7-40-46-53-47*43-33-58-35-64-52-20-10-16-9-68-1-26-8-51-34-45-36-54-5-65-37-18-67-27-41-57-25-4-53*22-36-19-38-66-29-48-69-0-23-50-43-17-10-55-16-26-30-24-21-6-56-51-35-34-57-41-27-12-25*12-27-67-65-37-5-54-32-39-48-29-3-66-19-38-36-45-58-64-52-55-16-26-49-15-42-62-24-63-30*23-3-69-29-66-48-39-65-37-5-18-54-19-38-22-33-43-61-60-17-59-11-9-1-16-26-62-15-42-49*60-14-44-61-17-55-8-28-56-6-47-7-40-4-12-25-34-35-57-51-41-27-67-37-65-54-66-19-29-23*42-62-21-6-47-53-46-40-7-4-12-25-34-51-8-26-1-31-9-49-11-68-59-10-55-20-43-13-33-22*33-13-43-50-2-0-23-29-3-69-48-66-19-38-36-45-41-25-4-53-46-7-47-6-21-30-62-42-24-63*59-17-44-14-2-0-3-48-39-32-37-65-5-67-27-25-4-7-40-46-53-47-6-21-24-62-42-49-9-1*69-66-19-38-3-48-29-23-50-43-20-55-16-26-49-15-42-62-24-30-63-21-6-35-57-34-41-45-36-54*65-39-32-37-67-5-18-54-19-69-0-2-50-43-20-55-10-16-26-30-63-6-35-57-51-8-28-56*,23.92358411,1818,0,2
76,64-35-57-41-34-58-33-22-38-3-29-48-69-0-50-43-20-55-10-16-26-49-15-11-31-9-17-61-60-44*41-57-51-35-58-34-45-36-38-19-29-3-69-23-50-43-20-55-10-16-26-62-42-30-24-21-63-6-56-8*15-42-30-24-21-6-47-53-46-40-7-4-12-41-58-33-43-61-60-17-55-10-16-9-11-31-1-26-49-62*69-3-29-19-38-66-48-39-65-37-5-54-36-45-58-51-8-26-49-15-42-24-63-30-21-6-56-28-10-55*32-5-37-67-27-12-4-7-46-40-53-47-6-56-28-8-10-55-17-61-43-13-33-58-51-57-25-34-45-36*55-8-56-51-41-27-67-37-65-5-32-18-54-19-22-33-20-17-59-9-68-11-31-1-26-30-21-24-42-62*23-0-3-38-66-19-69-29-48-39-65-5-32-18-54-36-45-41-35-51-8-26-62-15-49-1-31-11-9-68*10-16-1-59-68-9-11-15-42-62-24-63-6-35-57-34-45-36-54-5-65-67-27-41-51-64-52-20-33-58*43-17-20-33-22-13-50-23-0-69-18-54-19-38-36-45-34-35-6-63-21-24-62-30-42-15-49-11-68-9*20-33-58-35-51-34-45-22-19-3-29-48-66-38-36-41-25-4-40-47-6-56-28-8-26-1-9-68-11-31*7-47-53-46-40-4-25-57-35-64-52-20-17-61-44-60-14-2-0-23-69-66-19-54-5-37-65-32-39-48*1-68-9-31-11-49-15-42-62-24-21-63-6-35-34-45-36-38-66-48-39-18-54-19-69-29-3-23-0-2*22-33-58-57-34-35-6-47-53-7-46-40-4-25-41-45-36-19-66-48-69-29-23-0-50-2-14-60-44-61*31-11-68-1-49-62-26-16-9-59-17-61-44-60-14-2-50-33-58-41-12-25-4-7-40-46-53-47-6-21*6-21-63-24-62-49-9-16-10-59-1-11-15-30-26-8-51-34-41-45-36-54-18-39-48-29-23-0-50-2*,23.91702186,1824,0,2
77,61-43-13-22-33-50-23-3-29-48-66-38-36-45-58-51-8-26-49-42-15-11-9-68-1-16-10-17-60-14*39-65-32-54-19-38-18-66-48-29-3-69-23-50-43-20-55-10-16-26-62-42-15-49-11-31-9-68-1-59*63-21-24-62-42-15-30-26-8-51-35-41-45-36-54-5-37-67-27-25-12-4-40-47-6-56-28-10-55-16*37-5-32-39-65-67-27-41-58-64-52-10-59-11-9-68-1-26-8-56-6-47-53-7-46-40-12-4-25-57*55-20-10-59-68-9-49-11-31-1-26-8-51-34-41-45-36-54-32-37-67-5-65-19-66-48-69-29-3-23*51-35-41-25-12-40-46-53-47-6-63-24-30-26-16-10-55-20-33-22-38-69-66-3-29-48-39-32-5-65*4-12-25-34-45-36-41-51-64-52-55-10-20-17-59-68-9-11-1-16-26-8-28-56-6-47-53-40-7-46*31-1-16-26-30-24-42-15-11-9-59-17-20-33-22-38-19-54-65-39-32-18-66-48-69-3-29-23-0-2*51-64-52-55-20-17-43-50-23-29-69-66-38-18-54-36-45-41-34-57-35-6-21-30-26-62-15-42-24-63*28-56-6-63-21-24-30-26-16-10-55-20-17-61-60-44-14-2-0-3-69-48-66-19-38-36-22-13-50-43*27-67-37-5-18-54-32-65-19-66-3-29-69-0-2-50-13-22-45-41-12-25-4-53-40-7-46*54-5-65-19-18-32-39-48-29-66-3-23-69-38-36-45-41-25-4-40-46-7-47-53*60-44-14-61-17-20-55-10-16-26-30-63-6-35-57-34-58-33-22-45-41-25-4-7-46-40-12-27-67-18*68-1-31-9-59-11-49-42-15-30-62-26-8-51-35-58-45-36-54-18-32-5-67-65-37*28-56-8-55-17-9-31-11-68-1-49-62-42-24-63-6-35-34-45-36-38-19-66-29-3-48-39-18-54-32*,24.13724645,1754,0,2
78,63-21-30-24-62-26-49-11-68-9-16-10-28-8-56-51-35-34-45-36-54-18-39-48-3-69-19-38-66-29*38-18-69-23-0-2-50-13-43-17-10-28-8-56-6-47-53-7-40-4-25-12-41-45-22-36-54-5-67-27*32-65-54-36-19-38-3-29-66-69-0-2-50-43-20-55-10-16-26-49-15-42-62-30-63-21-6-35-51-56*52-20-17-59-68-9-11-15-42-62-30-26-8-51-34-45-36-38-19-66-29-69-23-2-0-50-33-22-13-43*5-37-67-18-54-65-39-48-29-66-3-69-0-23-50-43-20-55-10-16-26-49-42-15-11-31-1-59-9-68*16-55-10-28-8-56-6-47-53-46-7-4-25-34-35-51-64-52-20-17-61-43-33-58-57-41-36-38-22-45*20-33-22-13-43-17-59-68-9-11-31-1-49-15-30-21-63-6-35-57-34-41-12-25-4-53-47-7-40-46*8-56-6-47-53-46-40-7-4-25-41-45-22-13-50-2-14-44-60-61-17-59-68-9-16-26-49-11-1-31*17-20-43-33-13-50-2-0-23-29-19-54-5-18-65-67-27-41-34-57-35-51-8-26-1-31-11-9-59-68*0-2-14-60-44-61-43-13-33-58-51-34-41-12-40-4-53-46-7-47-6-56-8-26-16-1-68-9-11-31*36-45-41-58-35-6-63-21-24-30-26-16-10-55-20-33-22-38-3-66-18-5-65-39-32-37-67-27-25-12*10-55-20-17-59-11-31-1-68-9-49-15-30-26-8-51-34-45-36-38-19-66-48-39-32-37-65-5-18-54*60-14-44-61-17-55-10-16-26-30-24-21-62-15-11-68-1-9-59*45-36-41-12-40-46-7-4-25-57-51-64-52-20-17-60-14-2-0-69-18-54-38-22-13-50-43-33-58-34*6-35-64-52-55-10-8-26-16-1-49-9-68-59-17-20-33-22-38-54-32-65-37-5-18-69-29-23-50-0*,24.11307413,1773,0,2
79,43-13-20-55-8-26-30-21-24-63-6-35-57-34-45-36-38-66-48-69-29-19-3-23-2-0-50-33-58-51*68-1-59-11-9-17-20-33-22-38-19-54-18-69-23-29-3-0-2-50-13-43-61-60-14-44*47-40-7-46-53-4-25-34-35-51-8-26-1-68-9-16-10-28-56-6-63-21-30-15-42-49-11-31*21-62-15-42-49-9-68-59-11-31-1-26-30-24-63-6-47-7-40-53-4-12-41-45-36-54-5-18-67-27*22-33-58-45-41-27-12-40-53-7-4-25-57-51-64-52-20-17-61-44-14-2-50-23-69-38-19-18-32-39*16-1-68-9-11-15-62-42-49-26-8-52-64-58-45-36-54-18-65-67-5-37-32-39-48-66-19-38-3-29*64-52-20-43-50-2-23-0-69-48-39-18-54-36-45-41-35-51-8-26-49-42-15-30-24-63-21-6-56-28*4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-3-66-38-36-45-58-34-35-57*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-37-65-18-54-66-3-19-38-22-36*57-35-34-41-36-19-29-69-23-2-0-50-43-20-55-10-16-26-49-15-62-24-30-21-6-47-40-7-4-53*36-45-41-35-34-25-27-67-37-65-54-19-38-22-33-20-17-9-68-11-15-49-42-30-24-21-6-47-53-7*44-17-20-10-28-56-6-47-53-46-40-7-4-12-41-34-51-8-26-1-31-9-11-15-62-24-21-30-42-49*24-21-30-42-62-15-49-26-8-51-35-34-45-36-54-18-32-5-37-65-39-48-69-23-3-29-66-19-22-33*12-25-27-41-58-33-13-50-23-3-66-19-36-45-34-35-6-47-7-53-4-40-46*49-62-42-15-30-63-24-21-6-35-34-51-41-45-36-19-54-18-5-65-37-67-27-25-4-7-40-46-53-47*,23.94120457,1807,0,2
80,22-13-20-10-55-17-50-2-0-69-23-3-29-48-39-18-54-36-45-34-51-35-6-47-7-4-40-12-41-57*31-9-11-1-16-10-52-64-58-45-36-54-18-37-5-32-39-48-69-66-19-22-13-33-50-2-0-23-3-29*29-3-66-69-48-39-18-32-65-5-54-19-38-22-33-20-17-9-68-59-1-16-26-49-15-42-30-24-63-21*37-18-66-29-23-50-0-69-3-19-38-22-33-20-55-10-16-1-49-62-42-30-24-21-6-56-51-58-64-35*44-61-60-14-2-23-50-0-69-19-38-36-45-58-64-52-8-26-49-11-1-68-9-59-17-20-13-33-22*60-44-14-61-17-20-55-10-16-26-30-63-6-35-57-51-64-58-33-13-43-50-2-0-3-29-69-38-19-36*56-28-8-52-10-17-50-0-23-69-3-66-19-38-36-45-34-35-6-63-30-24-62-15-42-49-11-31-9-68*62-21-6-47-40-46-7-53-4-12-25-34-35-51-8-26-1-31-11-59-10-20-55-52-64-58-45-22-38-36*44-60-14-2-0-3-66-38-69-48-29-23-50-43-20-55-10-16-26-30-24-63-6-35-34-57-58-33-22-13*68-1-49-11-59-9-17-44-60-14-2-50-33-22-45-41-12-4-7-40-46-53-47-6-63-30-26-16-55-10*32-18-54-5-67-27-41-58-33-43-20-52-8-28-56-51-64-35-6-63-30-26-16-1-68-9-17-59-10-55*56-6-63-21-62-42-15-49-26-8-51-35-34-41-25-27-67-5-18-65-54-38-69-48-29-3-23-0-50-13*46-53-47-40-7-4-12-41-45-36-19-66-69-23-50-13-43-61-44-60-17-59-68-9-1-26-49-62-42-24*27-67-37-65-5-18-69-29-23-0-2-50-43-17-59-1-26-30-24-21-62-42-49-15-11-68-9-16-10-20*36-45-41-51-8-28-10-55-20-33-22-38-19-54-18-39-65-5-67-37-32*,24.04720248,1805,0,2
81,60-61-43-33-13-50-2-14-44-17-55-10-8-56-6-47-53-4-40-7-46*49-1-26-62-30-42-15-11-9-59-17-20-33-22-38-19-18-69-66-48-39-65-32-37-5-54-36-41-45-34*4-40-47-6-21-62-15-11-31-1-26-16-10-55-20-33-22-19-66-29-23-0-69-48-39-32-18-5-37-65*27-67-37-5-32-65-39-18-54-36-45-34-57-35-51-56-8-28-10-52-64-58-41-25-12-4-40-47-6-63*48-39-32-18-37-67-65-5-54-36-38-66-19-69-3-0-23-2-50-13-33-22-45-41-12-4-53-40-7-46*19-29-23-3-66-48-69-18-54-36-45-58-51-35-6-63-24-21-62-42-49-26-16-9-68-11-31-1-59-17*49-15-42-24-63-21-6-47-53-46-7-40-4-12-25-41-34-35-51-8-26-1-31-11-9-68-59-10-28-56*2-50-17-59-68-11-31-9-16-1-26-8-51-34-41-45-36-54-5-65-18-38-22-33-13-43-20-52-55-10*27-12-4-53-46-40-7-47-6-56-28-8-26-1-68-9-17-43-50-0-2-23-3-69-38-36-45-41-34-25*51-57-35-6-47-53-46-40-7-4-12-41-45-36-38-66-48-29-69-0-2-23-50-13-20-17-60-44-14-61*28-56-6-47-40-46-53-7-4-12-25-34-51-8-26-1-31-9-11-59-17-10-55-16*17-55-8-56-6-21-63-24-30-26-16-10-52-64-58-45-36-38-3-48-39-18-65-32-54-19-66-29-23-69*6-21-63-30-24-62-42-15-49-26-8-56-51-35-34-41-27-67-37-18-69-3-48-29-66-19-54-36-22-33*13-43-50-33-22-36-45-41-12-40-7-4-25-57-51-64-52-20-17-61-60-44-14-2-0-69-48-39-32-37*60-61-14-44-17-59-10-16-9-68-11-1-26-8-56-51-35-41-27-67-5-54-18-39-32-65-37*,24.06494235,1787,0,2
82,20-17-59-68-9-49-15-42-24-62-21-30-26-1-16-10-28-8-56-6-47-7-46-40-4-25-27-41-34-45*8-10-52-20-13-22-19-38-66-48-29-69-23-50-43-17-59-1-49-15-42-62-30-21-63-6-35-64-58-45*66-69-23-3-29-48-39-32-18-54-19-38-36-45-58-64-52-20-10-55-16-26-62-15-30-24-21-6-35-34*26-8-10-16-1-49-62-30-15-42-24-21-63-6-56-28*64-52-20-55-10-28-56-8-26-49-15-42-62-21-24-63-6-35-51-58-45-36-54-18-39-65-37-5-32*48-39-32-65-37-5-18-54-38-22-19-66-29-3-69-23-50-43-17-59-9-68-11-1-16-26-62-42-15-30*14-2-50-13-20-10-17-44-60-61-43-33-22-38-66-18-67-37-5-65-54-36-45-58-64-51-34-41-35-57*68-9-31-11-49-1-26-8-51-35-34-41-27-67-65-39-18-66-69-38-19-36-45-58-57-25-12-4-40-7*12-25-27-67-5-37-65-32-39-18-54-19-38-22-33-20-10-16-26-30-62-42-15-49-1-31-11-9-59-68*9-11-15-62-21-63-24-30-42-49-26-16-10-55-20-33-22-19-66-48-39-32-54-5-67-65-37-18-38-69*0-2-23-50-43-13-33-22-38-19-65-37-5-54-36-45-41-35-51-8-26-49-42-15-62-21-30-63-6-56*29-66-19-54-65-39-48-3-0-23-69-38-36-45-41-12-25-4-53-7-40-46*59-10-28-8-52-20-17-44-60-61-14-2-0-50-23-69-29-3-66-19-36-45-34-35-6-47-40-53-7-46*13-50-43-33-22-45-34-57-25-4-12-41-58-64-52-20-17-61-44-60-14-2-0-69-3-19-66-29-48-39*2-50-13-22-45-41-34-25-12-4-7-40-46-53-47-6-56-28-8-55-10-59-17-43-33-58-51-35-64-52*,24.30159332,1699,0,2
83,26-16-1-49-42-15-30-62-21-24-63-6-35-58-45-36-38-19-66-48-3-29-69-23-0-2-50-13-33-22*12-4-53-46-40-7-47-6-63-24-30-26-1-9-68-59-10-52-64-58-41-25-27-67-65-32-5-54-38-66*14-60-61-44-17-55-16-26-8-56-51-35-34-41-27-67-65-39-48-66-29-3-69-19-38-54-18-5-37-32*52-10-28-56-6-47-7-46-40-4-12-25-41-34-58-33-50-2-14-60-17-55-8-26-49-15-42-62-30-24*46-40-7-53-47-6-56-8-26-1-68-9-59-11-49-15-42-30-62-24-63-21*67-37-65-5-18-54-32-39-48-29-3-66-19-38-36-45-58-64-52-55-10-59-17-9-16-26-49-1-31-11*63-21-24-30-15-42-62-26-49-11-31-1-59-10-17-43-50-13-20-52-64-58-34-25-4-7-40-46-53-47*58-64-51-8-55-16-26-1-49-42-15-11-68-9-59-17-20-33-22-38-54-32-37-65-39-18-66-19-69-23*49-11-68-9-31-1-16-10-28-8-56-6-47-53-4-25-57-35-51-34-41-58-45-22-36-54-19-38-69-3*13-22-33-58-35-6-63-30-42-49-26-8-51-34-45-36-38-66-48-29-69-19-54-65-5-32-37-67-18-39*60-14-44-61-17-10-55-16-26-30-24-62-49-1-9-68-59-11-31*20-43-17-50-23-69-48-29-19-65-37-5-32-39-18-54-36-45-58-64-52-55-16-26-49-15-62-30-24-42*41-25-4-40-46-7-53-47-6-63-24-21-30-26-8-51-34-45-36-38-19-66-48-39-18-37-5-65-32-54*11-31-1-49-15-62-30-26-16-10-55-20-43-50-23-69-0-2-14-44-17-59-68-9*43-20-52-64-35-34-41-27-67-37-65-5-18-54-36-45-58-51-8-26-30-24-62-49-9-11-68-59-1-16*,24.34777823,1695,0,2
84,62-42-15-11-68-59-9-49-1-16-55-52-64-58-45-36-54-18-67-27-12-41-34-57-35-51-56-28-8-26*12-4-53-46-40-7-47-6-56-8-10-17-61-44-14-2-50-13-43-33-22-45-34-35-58-41-25-57-51-64*24-21-6-47-7-53-46-40-4-25-57-51-64-52-20-17-61-60-44-14-2-0-50-43-13-22-38-19-66-18*46-7-40-53-47-6-56-8-28-10-59-9-68-11-1-31*59-9-31-1-68-11-15-62-42-30-24-63-6-35-57-34-45-36-38-66-48-69-29-19-22-13-20-52-64-51*41-34-45-36-38-69-29-48-39-18-37-67-5-65-54-19-22-33-20-17-59-9-68-1-26-49-42-15-11-31*53-4-7-46-40-47-6-35-58-33-22-38-19-66-48-69-3-23-50-43-20-17-61-14-60-44*13-43-50-17-59-9-31-11-1-16-10-55-20-33-22-38-19-54-65-18-66-3-23-0-2-14-44-60-61*6-63-21-62-30-24-42-15-49-26-8-56-51-35-34-45-36-54-32-18-39-65-37-5-67-27-12-4-7-47*51-57-34-25-27-67-37-32-54-19-65-5-18-66-29-3-0-23-69-38-36-45-41-12-4-7-40-46-53-47*42-30-26-49-11-31-9-68-59-1-16-10-55-20-33-22-38-19-54-18-39-65-5-37-67-27-25-4-40-7*61-17-59-68-9-11-49-1-16-26-30-62-21-6-35-51-58-45-36-54-18-39-48-29-69-0-23-2-14-44*31-11-59-17-9-68-1-26-8-56-6-47-7-40-12-27-41-34-25-4-53-46*62-49-42-24-30-15-11-31-1-26-8-51-35-34-45-36-54-32-37-5-65-67-18-66-29-3-0-50-33-22*63-24-62-21-30-42-15-49-11-1-26-8-56-6-47-7-46-40-53-4-12-25-27-41-58-35-64-51-34-57*,24.28704112,1746,0,2
85,37-65-18-66-54-38-3-29-69-0-2-14-60-61-44-17-20-52-64-58-41-25-4-7-46-40-12-27-67-5*66-19-29-23-69-3-48-39-32-65-18-67-37-5-54-36-45-34-35-51-56-8-26-49-15-62-21-24-30-42*15-30-62-42-49-11-31-1-16-10-52-64-58-45-36-54-65-37-67-5-18-66-38-69-48-39-32*28-8-56-6-63-21-24-30-26-16-10-55-20-43-50-23-3-29-66-19-18-5-65-32-39-48-69-38-22-13*29-66-3-38-22-33-20-43-50-0-69-18-54-36-45-41-34-51-8-26-30-63-21-24-62-15-49-1-59-10*46-40-7-47-6-63-24-21-62-42-15-49-26-16-10-55-20-33-22-19-66-48-39-32-65-37-5-67-27-12*47-7-46-40-4-12-25-27-67-37-5-18-54-38-22-33-20-17-59-68-1-16-26-8-51-58-35-57-34-41*23-3-0-69-48-39-65-5-32-18-54-36-45-58-64-52-8-26-49-42-24-62-30-63-21-6-35-57-51-56*67-37-65-18-54-36-19-29-69-3-38-22-33-13-50-43-17-20-52-64-51-58-34-35-57-41-25-4-53-47*68-9-11-31-1-59-10-20-43-61-17-44-60-14-2-50-13-33-58-34-25-4-40-46-7-47-53*49-11-68-59-9-16-55-10-8-28-56-6-47-53-46-7-40-4-25-57-35-51-64-52-20-17-61-44-60-14*33-13-43-17-10-59-68-11-49-9-31-1-16-26-8-28-56-6-47-53-46-40-4-12-27-67-5-37-32-39*12-40-46-7-4-53-47-6-56-28-8-52-64-58-45-36-54-18-32-39-65-37-5-67-27-41-34-57-51-35*46-7-40-53-47-6-56-28-8-26-1-9-68-11-31*46-7-53-40-4-12-25-34-35-51-8-26-1-11-59-17-9-68*,24.57170447,1667,0,2
86,43-13-20-33-50-0-23-2-14-61-17-59-68-9-49-26-1-11-31*60-17-9-31-11-15-42-24-62-49-1-16-10-20-43-50-23-69-3-38-19-66-54-36-45-34-41-12-25-27*41-27-67-37-65-32-39-18-54-19-38-36-45-58-64-52-55-20-10-59-68-9-49-26-16-1-11-15-30-24*68-11-59-9-1-49-26-8-51-35-41-45-36-54-18-32-65-67-5-37*31-11-1-49-42-62-24-21-63-6-35-57-25-27-41-58-64-52-20-17-61-60-44-14-2-0-50-33-22-38*28-56-8-10-55-16-26-30-62-21-63-6-35-34-25-12-4-7-46-40-47-53*50-2-0-69-18-66-48-39-32-37-5-67-27-41-34-35-51-8-26-1-9-68-59-11-15-30-63-24-42-62*37-32-39-18-65-67-5-54-66-38-19-36-45-58-64-52-8-26-49-15-42-62-24-30-63-6-21*61-44-60-17-59-9-11-15-49-26-16-10-52-64-58-45-36-54-18-32-37-5-67-65-39-48-69-3-19-29*8-56-51-34-41-57-35-6-21-24-62-15-49-26-16-10-52-64-58-45-36-54-65-37-18-39-32-5-67-27*58-64-52-8-26-30-42-62-24-21-63-6-35-34-41-45-36-54-65-39-48-66-69-19-38-22-13-50-23-0*10-8-52-64-35-58-33-20-55-16-26-1-31-11-68-9-17-50-23-29-48-39-65-37-5-54-19-22-13-43*11-15-30-24-63-6-56-28-8-51-35-34-45-36-19-66-48-3-38-22-33-58-41-12-25-4-53-7-40-46*60-14-44-61-17-59-1-26-30-24-21-63-6-35-57-58-41-12-4-53-47-7-40-46*30-26-49-1-16-55-20-10-28-8-56-6-47-53-7-46-40-4-12-25-41-58-34-45-22-36-54-5-67-27*,24.61612942,1663,0,2
87,4-25-12-41-57-58-33-22-19-66-48-39-18-54-36-45-34-35-51-64-52-55-17-60-44-61-43*5-65-32-18-54-36-45-34-51-35-6-63-21*33-43-13-50-0-69-3-66-18-65-37-5-54-36-41-34-35-51-8-26-49-1-9-68-59-17-20-55-16-10*53-46-40-7-4-25-57-35-51-64-52-20-17-55-10-16*44-60-61-14-2-50-13-22-45-41-25-4-7-46-40-12-27-67-5-65*68-9-17-61-60-14-2-50-13-22-45-41-12-4-7-46-40*28-56-8-10-20-13-43-17-50-2-0-23-69-38-22-36-45-34-58-33*9-68-59-10-8-28-56-6-47-53-46-7-40*58-35-51-34-41-25-4-40-46-7-53-47-6-56-28-8-26-49-11-59-68-1-31-9*48-69-3-19-22-33-20-55-10-16-26-49-15-42-62-30-24-21*62-30-24-21-63-6-56-51-34-25-4-53-47-40-7*37-65-5-18-39-48-3-69-29-19-38-22-33-20-55-10-16-26-30-63-21-24-42-15*42-62-15-49-26-8-51-34-41-45-36-54-18-66-38-69*38-66-3-69-48-39-18-54-36-45-58-51-56-6-63-24-62-26-1*35-34-41-27-67-5-54-19-22-33-20-17-59-9-68-11-31*,25.42917292,1118,0,2
